D_          0 ,QI_          0 ,QF_          0 ,D_          1 ,QI_          1 ,QF_          1 ,D_          2 ,QI_          2 ,QF_          2 ,D_          3 ,QI_          3 ,QF_          3 ,D_          4 ,QI_          4 ,QF_          4 ,D_          5 ,QI_          5 ,QF_          5 ,D_          6 ,QI_          6 ,QF_          6 ,D_          7 ,QI_          7 ,QF_          7
874b , 2 ,14 ,24e2 , 1 ,15 ,2cd4 , 1 ,15 ,dc26 , 1 ,15 ,ba52 , 2 ,14 ,39cc , 1 ,15 ,8b92 , 1 ,15 ,ae3d , 2 ,14 
035c , 1 ,15 ,be9f , 2 ,14 ,89c2 , 1 ,15 ,4111 , 2 ,14 ,1c74 , 1 ,15 ,4a47 , 2 ,14 ,0cca , 1 ,15 ,8003 , 2 ,14 
38a4 , 1 ,15 ,ae9c , 1 ,15 ,1ac6 , 1 ,15 ,4584 , 1 ,15 ,4d62 , 1 ,15 ,169e , 1 ,15 ,a60f , 2 ,14 ,a986 , 1 ,15 
fa1e , 1 ,15 ,f062 , 1 ,15 ,fb24 , 1 ,15 ,541f , 2 ,14 ,5514 , 1 ,15 ,e6e4 , 1 ,15 ,edac , 1 ,15 ,7000 , 1 ,15 
6e20 , 2 ,14 ,fd66 , 1 ,15 ,b754 , 1 ,15 ,4fb6 , 2 ,14 ,6fdf , 2 ,14 ,88aa , 1 ,15 ,e27a , 1 ,15 ,2390 , 1 ,15 
bc97 , 3 ,13 ,9450 , 1 ,15 ,145a , 1 ,15 ,a292 , 1 ,15 ,4f72 , 2 ,14 ,e474 , 1 ,15 ,4cb9 , 2 ,14 ,aac5 , 2 ,14 
41ac , 1 ,15 ,963a , 2 ,14 ,58e0 , 2 ,14 ,c0c4 , 1 ,15 ,5f3d , 2 ,14 ,709a , 1 ,15 ,db26 , 1 ,15 ,d2ee , 1 ,15 
2a36 , 1 ,15 ,d2c0 , 1 ,15 ,01e2 , 1 ,15 ,a5b8 , 1 ,15 ,8f36 , 1 ,15 ,bb9a , 1 ,15 ,36d6 , 1 ,15 ,a439 , 2 ,14 
196a , 1 ,15 ,1f70 , 1 ,15 ,eb7c , 1 ,15 ,93bc , 1 ,15 ,7c55 , 2 ,14 ,9944 , 2 ,14 ,4dbe , 2 ,14 ,05be , 1 ,15 
fc12 , 1 ,15 ,e59a , 1 ,15 ,030e , 1 ,15 ,6b9c , 2 ,14 ,9d6e , 1 ,15 ,5b94 , 1 ,15 ,18a2 , 1 ,15 ,020e , 1 ,15 
48e2 , 1 ,15 ,ca24 , 1 ,15 ,9b90 , 1 ,15 ,2dde , 1 ,15 ,bea7 , 2 ,14 ,35c0 , 1 ,15 ,2fd8 , 1 ,15 ,cb2e , 1 ,15 
cfc2 , 1 ,15 ,9f9e , 1 ,15 ,32e4 , 1 ,15 ,b0d3 , 3 ,13 ,efde , 1 ,15 ,ae32 , 2 ,14 ,4137 , 2 ,14 ,ff7e , 1 ,15 
f6e6 , 1 ,15 ,bb0c , 2 ,14 ,a588 , 1 ,15 ,b93a , 1 ,15 ,4b5b , 2 ,14 ,1206 , 1 ,15 ,1c56 , 1 ,15 ,db2e , 1 ,15 
377c , 1 ,15 ,6e54 , 1 ,15 ,3ee4 , 1 ,15 ,2806 , 1 ,15 ,c536 , 1 ,15 ,58d9 , 2 ,14 ,4394 , 3 ,13 ,9b10 , 1 ,15 
872c , 2 ,14 ,e206 , 1 ,15 ,e296 , 1 ,15 ,4092 , 1 ,15 ,8e5d , 2 ,14 ,73b3 , 2 ,14 ,768e , 1 ,15 ,8ac8 , 1 ,15 
b3fe , 1 ,15 ,ee9e , 1 ,15 ,7928 , 2 ,14 ,bfca , 2 ,14 ,806c , 2 ,14 ,2de4 , 1 ,15 ,8072 , 2 ,14 ,859d , 2 ,14 
024c , 1 ,15 ,7954 , 1 ,15 ,16e0 , 1 ,15 ,317e , 1 ,15 ,3df4 , 1 ,15 ,e08e , 1 ,15 ,67a0 , 1 ,15 ,84b4 , 2 ,14 
48e3 , 3 ,13 ,b9f2 , 1 ,15 ,4a4b , 3 ,13 ,de78 , 1 ,15 ,441a , 1 ,15 ,a7fe , 1 ,15 ,d466 , 1 ,15 ,6e66 , 1 ,15 
b19c , 1 ,15 ,1c56 , 1 ,15 ,a2bb , 2 ,14 ,a482 , 2 ,14 ,b7a0 , 2 ,14 ,4942 , 3 ,13 ,a46c , 1 ,15 ,d5e0 , 1 ,15 
b19e , 2 ,14 ,e6c0 , 1 ,15 ,bbf9 , 2 ,14 ,18d4 , 1 ,15 ,44eb , 3 ,13 ,7457 , 2 ,14 ,9db6 , 1 ,15 ,ed50 , 1 ,15 
f466 , 1 ,15 ,5b3a , 2 ,14 ,7626 , 1 ,15 ,bcfa , 1 ,15 ,7674 , 1 ,15 ,d7f8 , 1 ,15 ,a0ab , 2 ,14 ,222a , 1 ,15 
eba2 , 1 ,15 ,a0a9 , 2 ,14 ,e812 , 1 ,15 ,369c , 1 ,15 ,1b78 , 1 ,15 ,572f , 2 ,14 ,7874 , 1 ,15 ,b752 , 1 ,15 
e8fc , 1 ,15 ,e334 , 1 ,15 ,d1d2 , 1 ,15 ,bc1f , 2 ,14 ,2a50 , 1 ,15 ,432e , 1 ,15 ,ca6c , 1 ,15 ,5422 , 1 ,15 
5bda , 1 ,15 ,9b30 , 1 ,15 ,b802 , 1 ,15 ,bdac , 2 ,14 ,4cf4 , 1 ,15 ,d0f0 , 1 ,15 ,3836 , 1 ,15 ,2a30 , 1 ,15 
f5c4 , 1 ,15 ,c024 , 1 ,15 ,496a , 1 ,15 ,580f , 2 ,14 ,fb94 , 1 ,15 ,c8c4 , 1 ,15 ,4e56 , 1 ,15 ,3fa4 , 1 ,15 
c730 , 1 ,15 ,cca8 , 1 ,15 ,b670 , 2 ,14 ,df2e , 1 ,15 ,8568 , 1 ,15 ,a73e , 2 ,14 ,464c , 2 ,14 ,468f , 2 ,14 
92b6 , 1 ,15 ,d93a , 1 ,15 ,5ea6 , 2 ,14 ,4b74 , 1 ,15 ,af9a , 2 ,14 ,6871 , 2 ,14 ,cd64 , 1 ,15 ,3dea , 1 ,15 
ce98 , 1 ,15 ,3018 , 1 ,15 ,10fa , 1 ,15 ,bf90 , 2 ,14 ,ad3c , 1 ,15 ,81c6 , 1 ,15 ,5cc4 , 1 ,15 ,3bac , 1 ,15 
41d4 , 1 ,15 ,77f8 , 2 ,14 ,af38 , 1 ,15 ,ee12 , 1 ,15 ,1b22 , 1 ,15 ,aea2 , 2 ,14 ,a808 , 1 ,15 ,f788 , 1 ,15 
4bd4 , 2 ,14 ,10b0 , 1 ,15 ,c4a8 , 1 ,15 ,31bc , 1 ,15 ,bb88 , 1 ,15 ,42b7 , 2 ,14 ,9d16 , 1 ,15 ,1d2e , 1 ,15 
0d46 , 1 ,15 ,9c68 , 1 ,15 ,5c2c , 1 ,15 ,9b86 , 1 ,15 ,635e , 1 ,15 ,5df5 , 2 ,14 ,1b8c , 1 ,15 ,895e , 1 ,15 
3bb0 , 1 ,15 ,7388 , 1 ,15 ,5550 , 2 ,14 ,9bbe , 1 ,15 ,35de , 1 ,15 ,2a06 , 1 ,15 ,12d4 , 1 ,15 ,81f0 , 1 ,15 
3c18 , 1 ,15 ,407d , 3 ,13 ,b98f , 2 ,14 ,57ee , 1 ,15 ,1a4a , 1 ,15 ,4ce0 , 1 ,15 ,967a , 1 ,15 ,5d18 , 1 ,15 
ad7c , 2 ,14 ,6e59 , 2 ,14 ,9ffe , 1 ,15 ,4ad8 , 1 ,15 ,ec6c , 1 ,15 ,6c64 , 1 ,15 ,0ed4 , 1 ,15 ,77b6 , 1 ,15 
ce9a , 1 ,15 ,d7fe , 1 ,15 ,4ba4 , 2 ,14 ,d6d6 , 1 ,15 ,35d4 , 1 ,15 ,b3f9 , 2 ,14 ,9ef0 , 1 ,15 ,67bf , 2 ,14 
626a , 1 ,15 ,bf38 , 1 ,15 ,95b6 , 1 ,15 ,b871 , 2 ,14 ,a7ea , 1 ,15 ,4262 , 2 ,14 ,0598 , 1 ,15 ,566a , 1 ,15 
272e , 1 ,15 ,cc5e , 1 ,15 ,b544 , 2 ,14 ,11d8 , 1 ,15 ,9ddd , 2 ,14 ,0b74 , 1 ,15 ,678c , 1 ,15 ,4014 , 1 ,15 
abea , 1 ,15 ,ed68 , 1 ,15 ,b744 , 1 ,15 ,cd56 , 1 ,15 ,6898 , 1 ,15 ,dfec , 1 ,15 ,24f6 , 1 ,15 ,c5a2 , 1 ,15 
9462 , 1 ,15 ,e22c , 1 ,15 ,3d6a , 1 ,15 ,9f22 , 1 ,15 ,99f8 , 1 ,15 ,52f8 , 1 ,15 ,c20e , 1 ,15 ,e5f2 , 1 ,15 
01ee , 1 ,15 ,dce0 , 1 ,15 ,6862 , 1 ,15 ,bfae , 1 ,15 ,b360 , 2 ,14 ,d2e8 , 1 ,15 ,e1b6 , 1 ,15 ,2a1c , 1 ,15 
5358 , 1 ,15 ,d34e , 1 ,15 ,9b74 , 1 ,15 ,16e2 , 1 ,15 ,b09c , 1 ,15 ,1792 , 1 ,15 ,e808 , 1 ,15 ,ef8c , 1 ,15 
d49e , 1 ,15 ,3e34 , 1 ,15 ,b1e1 , 2 ,14 ,e702 , 1 ,15 ,e360 , 1 ,15 ,4c82 , 1 ,15 ,99b6 , 1 ,15 ,4884 , 1 ,15 
a392 , 1 ,15 ,b876 , 1 ,15 ,ced0 , 1 ,15 ,7afa , 1 ,15 ,64cc , 1 ,15 ,5814 , 1 ,15 ,ef4e , 1 ,15 ,bca1 , 3 ,13 
0284 , 1 ,15 ,55ea , 1 ,15 ,abf9 , 2 ,14 ,2d9e , 1 ,15 ,4584 , 2 ,14 ,dd92 , 1 ,15 ,5bbf , 2 ,14 ,1c6a , 1 ,15 
ef54 , 1 ,15 ,ad5e , 2 ,14 ,9402 , 1 ,15 ,ac13 , 2 ,14 ,b5bd , 2 ,14 ,6c6a , 1 ,15 ,50ee , 1 ,15 ,bb70 , 1 ,15 
467b , 2 ,14 ,639e , 1 ,15 ,51ac , 3 ,13 ,ea62 , 1 ,15 ,b8ae , 2 ,14 ,bcab , 2 ,14 ,7bba , 2 ,14 ,9a8a , 1 ,15 
ad12 , 2 ,14 ,e35a , 1 ,15 ,5404 , 1 ,15 ,dcb0 , 1 ,15 ,6362 , 1 ,15 ,5a26 , 1 ,15 ,1072 , 1 ,15 ,40c4 , 2 ,14 
ceba , 1 ,15 ,5b7e , 2 ,14 ,b4b2 , 1 ,15 ,9aa0 , 2 ,14 ,ad7c , 1 ,15 ,3a40 , 1 ,15 ,94e8 , 2 ,14 ,232a , 1 ,15 
a22c , 1 ,15 ,db64 , 1 ,15 ,b750 , 2 ,14 ,6100 , 1 ,15 ,404e , 2 ,14 ,3548 , 1 ,15 ,e89c , 1 ,15 ,514c , 1 ,15 
a361 , 2 ,14 ,a870 , 2 ,14 ,865e , 2 ,14 ,468a , 2 ,14 ,8c20 , 1 ,15 ,c090 , 1 ,15 ,54b0 , 2 ,14 ,768e , 1 ,15 
dd24 , 1 ,15 ,6516 , 1 ,15 ,4ba1 , 2 ,14 ,ce88 , 1 ,15 ,4ab6 , 1 ,15 ,4e42 , 1 ,15 ,2b34 , 1 ,15 ,ae12 , 1 ,15 
0f3c , 1 ,15 ,6f06 , 1 ,15 ,98c2 , 1 ,15 ,01e0 , 1 ,15 ,ff02 , 1 ,15 ,8308 , 1 ,15 ,1e9e , 1 ,15 ,442a , 1 ,15 
ff6e , 1 ,15 ,5034 , 1 ,15 ,8d26 , 1 ,15 ,0614 , 1 ,15 ,a48a , 1 ,15 ,fa84 , 1 ,15 ,7bde , 1 ,15 ,bef4 , 1 ,15 
c5f4 , 1 ,15 ,1f76 , 1 ,15 ,fdcc , 1 ,15 ,bb4e , 1 ,15 ,1992 , 1 ,15 ,a804 , 1 ,15 ,cde8 , 1 ,15 ,9e7c , 1 ,15 
a2e0 , 2 ,14 ,fb2c , 1 ,15 ,ccde , 1 ,15 ,aab0 , 1 ,15 ,b914 , 2 ,14 ,2b08 , 1 ,15 ,cb6a , 1 ,15 ,3d12 , 1 ,15 
bb3d , 2 ,14 ,c87e , 1 ,15 ,59fa , 1 ,15 ,2e8c , 1 ,15 ,f036 , 1 ,15 ,6bca , 1 ,15 ,57dc , 1 ,15 ,210c , 1 ,15 
e0cc , 1 ,15 ,e308 , 1 ,15 ,2cc0 , 1 ,15 ,5010 , 2 ,14 ,1672 , 1 ,15 ,195e , 1 ,15 ,4fae , 1 ,15 ,e51a , 1 ,15 
8ba9 , 2 ,14 ,6d2c , 1 ,15 ,9bd8 , 1 ,15 ,ff26 , 1 ,15 ,857f , 2 ,14 ,7c48 , 1 ,15 ,9c96 , 1 ,15 ,cd84 , 1 ,15 
b99c , 1 ,15 ,8fc0 , 2 ,14 ,0308 , 1 ,15 ,3368 , 1 ,15 ,d3f4 , 1 ,15 ,6946 , 1 ,15 ,f212 , 1 ,15 ,193a , 1 ,15 
a6c7 , 2 ,14 ,78f3 , 2 ,14 ,183e , 1 ,15 ,454c , 2 ,14 ,5f5c , 1 ,15 ,a35e , 1 ,15 ,5064 , 3 ,13 ,53da , 1 ,15 
5ec3 , 2 ,14 ,a38e , 1 ,15 ,43cc , 3 ,13 ,39bc , 1 ,15 ,53d4 , 2 ,14 ,5c73 , 2 ,14 ,75fa , 1 ,15 ,571e , 1 ,15 
8ab9 , 2 ,14 ,0ce8 , 1 ,15 ,2e8a , 1 ,15 ,3e98 , 1 ,15 ,544c , 1 ,15 ,50e4 , 2 ,14 ,bbeb , 3 ,13 ,56a4 , 2 ,14 
491d , 3 ,13 ,649e , 1 ,15 ,b49c , 1 ,15 ,40a6 , 2 ,14 ,b184 , 1 ,15 ,d326 , 1 ,15 ,6eb8 , 1 ,15 ,d242 , 1 ,15 
0be8 , 1 ,15 ,3da6 , 1 ,15 ,c322 , 1 ,15 ,bb02 , 1 ,15 ,6572 , 1 ,15 ,5825 , 2 ,14 ,f7fe , 1 ,15 ,8dc8 , 1 ,15 
2072 , 1 ,15 ,4d8c , 2 ,14 ,bbb4 , 2 ,14 ,5f32 , 2 ,14 ,2742 , 1 ,15 ,a5e4 , 1 ,15 ,69fe , 1 ,15 ,a1b8 , 1 ,15 
f348 , 1 ,15 ,24aa , 1 ,15 ,a088 , 1 ,15 ,b73c , 1 ,15 ,e050 , 1 ,15 ,4fe9 , 2 ,14 ,ecac , 1 ,15 ,9f54 , 2 ,14 
0258 , 1 ,15 ,450f , 2 ,14 ,bf68 , 2 ,14 ,4e24 , 3 ,13 ,5fcd , 2 ,14 ,cdea , 1 ,15 ,f15c , 1 ,15 ,80c6 , 2 ,14 
4dde , 2 ,14 ,ba90 , 1 ,15 ,0c30 , 1 ,15 ,798a , 1 ,15 ,0a34 , 1 ,15 ,528a , 1 ,15 ,b204 , 1 ,15 ,da5c , 1 ,15 
54fc , 2 ,14 ,e9c6 , 1 ,15 ,53da , 1 ,15 ,94d4 , 1 ,15 ,62b0 , 2 ,14 ,7dff , 2 ,14 ,cf64 , 1 ,15 ,9e01 , 3 ,13 
6338 , 1 ,15 ,c8a8 , 1 ,15 ,8fec , 2 ,14 ,3218 , 1 ,15 ,64e2 , 1 ,15 ,128c , 1 ,15 ,4884 , 2 ,14 ,6b8c , 2 ,14 
bcf7 , 2 ,14 ,f5a4 , 1 ,15 ,b7d4 , 1 ,15 ,3ae8 , 1 ,15 ,5a32 , 1 ,15 ,3dea , 1 ,15 ,78c4 , 1 ,15 ,6cea , 1 ,15 
acec , 1 ,15 ,791d , 2 ,14 ,b611 , 2 ,14 ,b8f7 , 3 ,13 ,a8eb , 2 ,14 ,8fb8 , 1 ,15 ,52f9 , 2 ,14 ,8c70 , 1 ,15 
a252 , 1 ,15 ,489d , 2 ,14 ,1a0a , 1 ,15 ,6d96 , 1 ,15 ,b6a6 , 1 ,15 ,5054 , 1 ,15 ,6856 , 1 ,15 ,af83 , 2 ,14 
7fc2 , 1 ,15 ,b80f , 2 ,14 ,62be , 1 ,15 ,aac4 , 2 ,14 ,605e , 1 ,15 ,6170 , 1 ,15 ,0e7c , 1 ,15 ,d1e2 , 1 ,15 
dcba , 1 ,15 ,a410 , 1 ,15 ,c344 , 1 ,15 ,b3ce , 2 ,14 ,fd84 , 1 ,15 ,5982 , 2 ,14 ,1430 , 1 ,15 ,f11a , 1 ,15 
e0a0 , 1 ,15 ,d58c , 1 ,15 ,6abe , 1 ,15 ,c43e , 1 ,15 ,2f92 , 1 ,15 ,6158 , 1 ,15 ,9f16 , 1 ,15 ,b51e , 1 ,15 
6a4a , 1 ,15 ,099a , 1 ,15 ,30d6 , 1 ,15 ,1d6e , 1 ,15 ,3c38 , 1 ,15 ,af86 , 3 ,13 ,e76a , 1 ,15 ,98c4 , 1 ,15 
bf42 , 1 ,15 ,9c2d , 2 ,14 ,631a , 1 ,15 ,9dc6 , 1 ,15 ,c898 , 1 ,15 ,1dd0 , 1 ,15 ,487f , 2 ,14 ,e596 , 1 ,15 
18da , 1 ,15 ,f0c2 , 1 ,15 ,2470 , 1 ,15 ,d3fe , 1 ,15 ,c030 , 1 ,15 ,ec86 , 1 ,15 ,dfae , 1 ,15 ,1ab4 , 1 ,15 
613e , 1 ,15 ,764a , 1 ,15 ,bcaf , 2 ,14 ,d542 , 1 ,15 ,86d6 , 1 ,15 ,929a , 1 ,15 ,9720 , 1 ,15 ,12fe , 1 ,15 
1d4e , 1 ,15 ,adc7 , 2 ,14 ,3f9a , 1 ,15 ,c902 , 1 ,15 ,a9d7 , 2 ,14 ,7a30 , 1 ,15 ,ebb8 , 1 ,15 ,d33c , 1 ,15 
af96 , 1 ,15 ,3130 , 1 ,15 ,5f08 , 1 ,15 ,0b38 , 1 ,15 ,3092 , 1 ,15 ,f24a , 1 ,15 ,6144 , 1 ,15 ,8bc8 , 1 ,15 
51ec , 2 ,14 ,6614 , 2 ,14 ,05e2 , 1 ,15 ,2aca , 1 ,15 ,0f6c , 1 ,15 ,44a4 , 2 ,14 ,28f6 , 1 ,15 ,1e70 , 1 ,15 
5e7a , 1 ,15 ,ae5c , 1 ,15 ,2f0c , 1 ,15 ,3690 , 1 ,15 ,cbbc , 1 ,15 ,bdd2 , 1 ,15 ,38e4 , 1 ,15 ,4525 , 3 ,13 
5e1a , 1 ,15 ,9cfb , 2 ,14 ,b24b , 2 ,14 ,8b06 , 1 ,15 ,186e , 1 ,15 ,6ac6 , 1 ,15 ,746b , 2 ,14 ,77da , 1 ,15 
1b26 , 1 ,15 ,ba2c , 2 ,14 ,d342 , 1 ,15 ,942c , 1 ,15 ,456c , 1 ,15 ,250e , 1 ,15 ,1d50 , 1 ,15 ,e1bc , 1 ,15 
4952 , 2 ,14 ,fb1a , 1 ,15 ,fe22 , 1 ,15 ,bcff , 2 ,14 ,6922 , 2 ,14 ,bee0 , 2 ,14 ,94de , 1 ,15 ,c43c , 1 ,15 
b789 , 2 ,14 ,46c7 , 2 ,14 ,ac92 , 1 ,15 ,4a0a , 2 ,14 ,01f6 , 1 ,15 ,d6c2 , 2 ,14 ,5498 , 1 ,15 ,bf5e , 1 ,15 
a38e , 1 ,15 ,2e40 , 1 ,15 ,6e8a , 1 ,15 ,e7cc , 1 ,15 ,3d6c , 1 ,15 ,02e2 , 1 ,15 ,5e79 , 2 ,14 ,e6a2 , 1 ,15 
e452 , 1 ,15 ,f8f6 , 1 ,15 ,1e76 , 1 ,15 ,1f1a , 1 ,15 ,eb38 , 1 ,15 ,0d86 , 1 ,15 ,a797 , 2 ,14 ,e35c , 1 ,15 
415c , 3 ,13 ,6c4e , 1 ,15 ,4c9d , 2 ,14 ,07f8 , 1 ,15 ,51f4 , 3 ,13 ,69b0 , 2 ,14 ,a7da , 1 ,15 ,dc08 , 1 ,15 
75a0 , 1 ,15 ,390a , 1 ,15 ,1624 , 1 ,15 ,0918 , 1 ,15 ,3e1e , 1 ,15 ,6498 , 1 ,15 ,46d4 , 2 ,14 ,6012 , 1 ,15 
4d16 , 1 ,15 ,817d , 2 ,14 ,a156 , 1 ,15 ,b9f4 , 1 ,15 ,9e82 , 1 ,15 ,251a , 1 ,15 ,8828 , 1 ,15 ,e94e , 1 ,15 
d574 , 1 ,15 ,bd27 , 2 ,14 ,bb10 , 1 ,15 ,b99d , 2 ,14 ,9cda , 1 ,15 ,be6c , 2 ,14 ,0b06 , 1 ,15 ,bafc , 3 ,13 
06d2 , 1 ,15 ,7160 , 1 ,15 ,f246 , 1 ,15 ,b588 , 1 ,15 ,a94c , 2 ,14 ,1acc , 1 ,15 ,8252 , 1 ,15 ,445a , 1 ,15 
e8ee , 1 ,15 ,e864 , 1 ,15 ,47ed , 2 ,14 ,543c , 1 ,15 ,c1b2 , 1 ,15 ,6244 , 1 ,15 ,6f33 , 2 ,14 ,69e3 , 2 ,14 
4ddc , 3 ,13 ,585b , 2 ,14 ,ac8a , 2 ,14 ,df2a , 1 ,15 ,9a94 , 1 ,15 ,b981 , 2 ,14 ,b86e , 3 ,13 ,ecac , 1 ,15 
41c5 , 2 ,14 ,a976 , 1 ,15 ,9c82 , 1 ,15 ,47d2 , 3 ,13 ,456b , 2 ,14 ,6a19 , 2 ,14 ,080e , 1 ,15 ,ce8c , 1 ,15 
599d , 2 ,14 ,112a , 1 ,15 ,510a , 1 ,15 ,b350 , 1 ,15 ,1206 , 1 ,15 ,6744 , 1 ,15 ,3638 , 1 ,15 ,51ad , 2 ,14 
ca44 , 1 ,15 ,65a3 , 2 ,14 ,373e , 1 ,15 ,8576 , 1 ,15 ,b7d5 , 2 ,14 ,50f8 , 1 ,15 ,9536 , 2 ,14 ,8c48 , 2 ,14 
2046 , 1 ,15 ,4dac , 1 ,15 ,4901 , 2 ,14 ,937d , 2 ,14 ,4ac6 , 2 ,14 ,6b92 , 1 ,15 ,b20b , 2 ,14 ,add2 , 2 ,14 
1a40 , 1 ,15 ,e412 , 1 ,15 ,ac26 , 2 ,14 ,d7ba , 1 ,15 ,7f44 , 1 ,15 ,4c48 , 1 ,15 ,3a38 , 1 ,15 ,3c74 , 1 ,15 
1678 , 1 ,15 ,402c , 1 ,15 ,25fe , 1 ,15 ,3316 , 1 ,15 ,15dc , 1 ,15 ,562f , 2 ,14 ,4f0a , 1 ,15 ,6bdf , 2 ,14 
404c , 2 ,14 ,0662 , 1 ,15 ,bb02 , 1 ,15 ,0c4e , 1 ,15 ,2b6a , 1 ,15 ,890e , 1 ,15 ,b872 , 1 ,15 ,4b96 , 1 ,15 
a89b , 2 ,14 ,b93d , 2 ,14 ,bc97 , 3 ,13 ,b876 , 1 ,15 ,8cf2 , 2 ,14 ,6e49 , 3 ,13 ,6c6c , 1 ,15 ,50a6 , 1 ,15 
ac76 , 1 ,15 ,76ac , 1 ,15 ,2946 , 1 ,15 ,2b62 , 1 ,15 ,5266 , 2 ,14 ,85b0 , 1 ,15 ,2b06 , 1 ,15 ,b938 , 1 ,15 
e59c , 1 ,15 ,4d91 , 2 ,14 ,56ce , 1 ,15 ,b167 , 2 ,14 ,5b45 , 2 ,14 ,a20e , 1 ,15 ,5248 , 2 ,14 ,3294 , 1 ,15 
29b6 , 1 ,15 ,0508 , 1 ,15 ,1228 , 1 ,15 ,f696 , 1 ,15 ,693c , 2 ,14 ,cc28 , 1 ,15 ,c254 , 1 ,15 ,6a0e , 1 ,15 
910a , 1 ,15 ,a4c4 , 2 ,14 ,df00 , 1 ,15 ,c810 , 1 ,15 ,ec88 , 1 ,15 ,64c2 , 1 ,15 ,09ac , 1 ,15 ,a378 , 1 ,15 
004c , 1 ,15 ,a5ed , 2 ,14 ,9756 , 1 ,15 ,f7bc , 1 ,15 ,4286 , 1 ,15 ,8c9e , 2 ,14 ,aada , 1 ,15 ,3f90 , 1 ,15 
3946 , 1 ,15 ,bd0c , 1 ,15 ,4086 , 1 ,15 ,4f1b , 2 ,14 ,354a , 1 ,15 ,6a97 , 2 ,14 ,ef98 , 1 ,15 ,cb50 , 2 ,14 
b1dc , 2 ,14 ,4481 , 2 ,14 ,ea60 , 1 ,15 ,e736 , 1 ,15 ,bbfc , 2 ,14 ,eb88 , 1 ,15 ,9bf2 , 2 ,14 ,b01f , 2 ,14 
ed7e , 1 ,15 ,a5ec , 2 ,14 ,6a22 , 1 ,15 ,d904 , 1 ,15 ,73b8 , 2 ,14 ,4aae , 1 ,15 ,812c , 1 ,15 ,dbe0 , 1 ,15 
3010 , 1 ,15 ,af82 , 2 ,14 ,f3c0 , 1 ,15 ,719a , 1 ,15 ,4752 , 1 ,15 ,c116 , 1 ,15 ,1d54 , 1 ,15 ,4d66 , 1 ,15 
371a , 1 ,15 ,5b14 , 2 ,14 ,bf88 , 2 ,14 ,9550 , 1 ,15 ,568c , 1 ,15 ,a482 , 1 ,15 ,4dde , 1 ,15 ,b24a , 1 ,15 
5134 , 1 ,15 ,94e2 , 2 ,14 ,b8e1 , 2 ,14 ,4448 , 2 ,14 ,628c , 1 ,15 ,6ff0 , 1 ,15 ,695e , 1 ,15 ,b044 , 3 ,13 
afae , 1 ,15 ,4962 , 1 ,15 ,e426 , 1 ,15 ,dfe8 , 1 ,15 ,9a46 , 1 ,15 ,e512 , 1 ,15 ,0c46 , 1 ,15 ,d022 , 1 ,15 
654f , 2 ,14 ,b970 , 2 ,14 ,5942 , 2 ,14 ,7b30 , 1 ,15 ,64fa , 1 ,15 ,15d2 , 1 ,15 ,9492 , 1 ,15 ,ec74 , 1 ,15 
919a , 2 ,14 ,5b3b , 3 ,13 ,0ee4 , 1 ,15 ,806c , 1 ,15 ,7ad2 , 1 ,15 ,bee6 , 1 ,15 ,3a40 , 1 ,15 ,9c96 , 1 ,15 
99e6 , 1 ,15 ,ac06 , 2 ,14 ,4857 , 2 ,14 ,4a24 , 1 ,15 ,476a , 1 ,15 ,d61e , 1 ,15 ,8da2 , 2 ,14 ,0760 , 1 ,15 
bf08 , 2 ,14 ,1c82 , 1 ,15 ,fcf6 , 1 ,15 ,be84 , 2 ,14 ,8e8c , 1 ,15 ,cb86 , 1 ,15 ,5d22 , 1 ,15 ,638f , 2 ,14 
b6b0 , 1 ,15 ,bc96 , 2 ,14 ,4a28 , 2 ,14 ,bad6 , 1 ,15 ,db58 , 1 ,15 ,4c4e , 1 ,15 ,e6ac , 1 ,15 ,25c4 , 1 ,15 
49f4 , 2 ,14 ,4fc8 , 1 ,15 ,54ba , 2 ,14 ,bdbc , 3 ,13 ,3bee , 1 ,15 ,2254 , 1 ,15 ,4dbd , 2 ,14 ,4b58 , 1 ,15 
2dec , 1 ,15 ,5ab1 , 3 ,13 ,905c , 1 ,15 ,2a2a , 1 ,15 ,8550 , 1 ,15 ,78c8 , 1 ,15 ,be62 , 1 ,15 ,76be , 1 ,15 
a5f0 , 2 ,14 ,ae6e , 1 ,15 ,a293 , 2 ,14 ,ae7a , 1 ,15 ,d980 , 1 ,15 ,a555 , 2 ,14 ,a96a , 1 ,15 ,12b8 , 1 ,15 
c4b2 , 2 ,14 ,8d50 , 1 ,15 ,609a , 1 ,15 ,6187 , 2 ,14 ,b7ba , 1 ,15 ,ed1a , 1 ,15 ,2644 , 1 ,15 ,513c , 1 ,15 
543c , 1 ,15 ,9808 , 1 ,15 ,d3ac , 1 ,15 ,1aac , 1 ,15 ,4516 , 1 ,15 ,2fb2 , 1 ,15 ,d258 , 1 ,15 ,588c , 1 ,15 
7a28 , 2 ,14 ,28d6 , 1 ,15 ,f102 , 1 ,15 ,f2e4 , 1 ,15 ,d9f6 , 1 ,15 ,b2ce , 2 ,14 ,ce96 , 1 ,15 ,a808 , 2 ,14 
3a96 , 1 ,15 ,e1fc , 1 ,15 ,2e20 , 1 ,15 ,6e22 , 2 ,14 ,7b70 , 1 ,15 ,363a , 1 ,15 ,56bc , 1 ,15 ,93d9 , 2 ,14 
